#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:38129519	(2023) Single-cell morphological and transcriptome analysis unveil inhibitors of polyploid giant breast cancer cells in vitro.	6	47	1.38	0.57	0.0091	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000273550,9606.ENSP00000300093,9606.ENSP00000348838,9606.ENSP00000355124	NANOG,POU5F1,FTH1,PLK1,UBE2C,KRT19
PMID:36243732	(2022) Generation of mitochondria-rich kidney organoids from expandable intermediate mesoderm progenitors reprogrammed from human urine cells under defined medium.	7	79	1.22	0.56	0.0091	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000348838,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000487363,9606.ENSP00000496870	NANOG,POU5F1,UBE2C,PODXL,GATA3,HAVCR1,LRP2
PMID:30952696	(2019) Physiological profile of undifferentiated bovine blastocyst-derived trophoblasts.	6	47	1.38	0.57	0.0091	9606.ENSP00000075120,9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259803,9606.ENSP00000259915,9606.ENSP00000268053	SLC2A3,FGF4,NANOG,GCM1,POU5F1,CYP11A1
PMID:30206204	(2018) Transcription coactivator Cited1 acts as an inducer of trophoblast-like state from mouse embryonic stem cells through the activation of BMP signaling.	6	47	1.38	0.57	0.0091	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632,9606.ENSP00000389870	FGF4,NANOG,POU5F1,GATA2,GATA3,DLX3
PMID:27578206	(2016) Epithelial-to-mesenchymal plasticity of cancer stem cells: therapeutic targets in hepatocellular carcinoma.	6	47	1.38	0.57	0.0091	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000355124,9606.ENSP00000378517,9606.ENSP00000498246	NANOG,POU5F1,ANPEP,KRT19,SPP1,ABCG2
PMID:21748521	(2013) Human forniceal region is the stem cell-rich zone of the conjunctival epithelium.	4	8	1.97	0.6	0.0091	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000355124,9606.ENSP00000498246	NANOG,POU5F1,KRT19,ABCG2
PMID:23939864	(2013) Artd1Parp1 regulates reprogramming by transcriptional regulation of Fgf4 via Sox2 ADP-ribosylation.	4	8	1.97	0.6	0.0091	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000442788	FGF4,NANOG,POU5F1,TET2
PMID:22287285	(2012) Efficient derivation of human embryonic stem cell lines from discarded embryos through increases in the concentration of basic fibroblast growth factor.	4	8	1.97	0.6	0.0091	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145	FGF4,NANOG,POU5F1,TDGF1
PMID:20980403	(2010) Klf5 regulates lineage formation in the pre-implantation mouse embryo.	4	8	1.97	0.6	0.0091	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000449404	FGF4,NANOG,POU5F1,KRT8
PMID:36713828	(2023) Ferroptosis as a therapeutic target for inflammation-related intestinal diseases.	6	48	1.37	0.56	0.0099	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000368572,9606.ENSP00000376197,9606.ENSP00000477796,9606.ENSP00000484644	HMOX1,FTH1,SAT1,TFRC,GCH1,CHAC1
PMID:37194020	(2023) Establishing extended pluripotent stem cells from human urine cells.	5	24	1.59	0.58	0.0099	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000368632,9606.ENSP00000449404	FGF4,NANOG,POU5F1,GATA3,KRT8
PMID:38039970	(2023) Single-cell transcriptomic analysis of corneal organoids during development.	7	81	1.21	0.55	0.0099	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000264187,9606.ENSP00000341170,9606.ENSP00000348838,9606.ENSP00000355124,9606.ENSP00000449404	NANOG,POU5F1,NID1,PTN,UBE2C,KRT19,KRT8
PMID:33785447	(2022) The complexity of p53-mediated metabolic regulation in tumor suppression.	10	220	0.93	0.51	0.0099	9606.ENSP00000075120,9606.ENSP00000216117,9606.ENSP00000297991,9606.ENSP00000300093,9606.ENSP00000307305,9606.ENSP00000356591,9606.ENSP00000368572,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000442788	SLC2A3,HMOX1,AQP3,PLK1,DDIT4,SOAT1,SAT1,TFRC,SPP1,TET2
PMID:35163489	(2022) CD73 and PD-L1 as Potential Therapeutic Targets in Gallbladder Cancer.	6	48	1.37	0.56	0.0099	9606.ENSP00000168712,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000355124,9606.ENSP00000487363,9606.ENSP00000498246	FGF4,POU5F1,ANPEP,KRT19,HAVCR1,ABCG2
PMID:35455383	(2022) Lineage Differentiation Potential of Different Sources of Mesenchymal Stem Cells for Osteoarthritis Knee.	8	120	1.1	0.54	0.0099	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000360269,9606.ENSP00000367817,9606.ENSP00000378517,9606.ENSP00000498246	FGF4,NANOG,POU5F1,TDGF1,TACSTD2,PODXL,SPP1,ABCG2
PMID:35677165	(2022) Discovery of Novel Tetrahydro-beta-carboline Containing Aminopeptidase N Inhibitors as Cancer Chemosensitizers.	5	24	1.59	0.58	0.0099	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000498246	FGF4,NANOG,POU5F1,ANPEP,ABCG2
PMID:36305701	(2022) Oxidant- induced preconditioning: A pharmacologic approach for triggering renal self defense.	5	24	1.59	0.58	0.0099	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000376197,9606.ENSP00000487363,9606.ENSP00000496870	HMOX1,FTH1,TFRC,HAVCR1,LRP2
PMID:33338433	(2021) Extraembryonic Endoderm (XEN) Cells Capable of Contributing to Embryonic Chimeras Established from Pig Embryos.	5	24	1.59	0.58	0.0099	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000368632,9606.ENSP00000374309	FGF4,NANOG,POU5F1,GATA3,LAMA1
PMID:34489415	(2021) Generation of human blastocyst-like structures from pluripotent stem cells.	5	24	1.59	0.58	0.0099	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632,9606.ENSP00000449404	NANOG,POU5F1,GATA2,GATA3,KRT8
PMID:32200487	(2020) The solute carrier SLC7A8 is a marker of favourable prognosis in ER-positive low proliferative invasive breast cancer.	5	24	1.59	0.58	0.0099	9606.ENSP00000320378,9606.ENSP00000368632,9606.ENSP00000380666,9606.ENSP00000444408,9606.ENSP00000449756	SLC7A8,GATA3,SLC7A7,SLC1A5,SLC38A1
PMID:32493501	(2020) Prevention of tumor risk associated with the reprogramming of human pluripotent stem cells.	8	120	1.1	0.54	0.0099	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000367817,9606.ENSP00000378517,9606.ENSP00000442788,9606.ENSP00000498246	FGF4,NANOG,POU5F1,ANPEP,PODXL,SPP1,TET2,ABCG2
PMID:32571933	(2020) Cell stemness is maintained upon concurrent expression of RB and the mitochondrial ribosomal protein S18-2.	6	48	1.37	0.56	0.0099	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000378517,9606.ENSP00000392028	NANOG,POU5F1,PODXL,GATA3,SPP1,CHD7
PMID:30700702	(2019) Implantation initiation of self-assembled embryo-like structures generated using three types of mouse blastocyst-derived stem cells.	6	48	1.37	0.56	0.0099	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000367817,9606.ENSP00000368632	FGF4,NANOG,POU5F1,TDGF1,PODXL,GATA3
PMID:30459712	(2018) Tissue-Based Mapping of the Fathead Minnow (Pimephales promelas) Transcriptome and Proteome.	9	167	1.0	0.53	0.0099	9606.ENSP00000168712,9606.ENSP00000216117,9606.ENSP00000252486,9606.ENSP00000276914,9606.ENSP00000300060,9606.ENSP00000345681,9606.ENSP00000356591,9606.ENSP00000357392,9606.ENSP00000449404	FGF4,HMOX1,APOE,PLIN2,ANPEP,GATA2,SOAT1,EFNA1,KRT8
PMID:25340657	(2014) HIPPO pathway members restrict SOX2 to the inner cell mass where it promotes ICM fates in the mouse blastocyst.	5	24	1.59	0.58	0.0099	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000368632,9606.ENSP00000374309	FGF4,NANOG,POU5F1,GATA3,LAMA1
PMID:23747191	(2013) Oct4 cell-autonomously promotes primitive endoderm development in the mouse blastocyst.	5	24	1.59	0.58	0.0099	9606.ENSP00000168712,9606.ENSP00000296145,9606.ENSP00000368632,9606.ENSP00000449404,9606.ENSP00000458879	FGF4,TDGF1,GATA3,KRT8,ZSCAN10
PMID:24278782	(2013) Modeling to optimize terminal stem cell differentiation.	5	24	1.59	0.58	0.0099	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000458879	FGF4,NANOG,POU5F1,TDGF1,ZSCAN10
PMID:22378194	(2012) Nanog regulates molecules involved in stemness and cell cycle-signaling pathway for maintenance of pluripotency of P19 embryonal carcinoma stem cells.	5	24	1.59	0.58	0.0099	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000428924	FGF4,NANOG,POU5F1,TDGF1,LYN
PMID:37424954	(2023) Clinical relevance of stem cells in lung cancer.	6	49	1.36	0.56	0.0101	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000273550,9606.ENSP00000378517,9606.ENSP00000498246	FGF4,NANOG,POU5F1,FTH1,SPP1,ABCG2
PMID:33477745	(2021) Angiogenesis in Regenerative Dentistry: Are We Far Enough for Therapy?	6	49	1.36	0.56	0.0101	9606.ENSP00000229307,9606.ENSP00000300060,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000436607,9606.ENSP00000451040	NANOG,ANPEP,TFRC,SPP1,ADM,PGF
PMID:33979595	(2021) Conserved features of non-primate bilaminar disc embryos and the germline.	6	49	1.36	0.56	0.0101	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632,9606.ENSP00000442788	FGF4,NANOG,POU5F1,GATA2,GATA3,TET2
PMID:34616727	(2021) ESRRB Facilitates the Conversion of Trophoblast-Like Stem Cells From Induced Pluripotent Stem Cells by Directly Regulating CDX2.	6	49	1.36	0.56	0.0101	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632,9606.ENSP00000449404	FGF4,NANOG,POU5F1,GATA2,GATA3,KRT8
PMID:34831207	(2021) Ferroptosis: Cancer Stem Cells Rely on Iron until to Die for It.	7	82	1.2	0.55	0.0101	9606.ENSP00000216117,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000273550,9606.ENSP00000362817,9606.ENSP00000368572,9606.ENSP00000376197	HMOX1,NANOG,POU5F1,FTH1,FABP3,SAT1,TFRC
PMID:34912804	(2021) Ferroptosis: The Silver Lining of Cancer Therapy.	6	49	1.36	0.56	0.0101	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000276603,9606.ENSP00000376197,9606.ENSP00000444408,9606.ENSP00000484644	HMOX1,FTH1,TERF1,TFRC,SLC1A5,CHAC1
PMID:31908494	(2019) Ferroptosis in Carcinoma: Regulatory Mechanisms and New Method for Cancer Therapy.	6	49	1.36	0.56	0.0101	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000368572,9606.ENSP00000376197,9606.ENSP00000444408,9606.ENSP00000484644	HMOX1,FTH1,SAT1,TFRC,SLC1A5,CHAC1
PMID:27534536	(2016) Single-cell RNA-seq reveals novel regulators of human embryonic stem cell differentiation to definitive endoderm.	6	49	1.36	0.56	0.0101	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000276603,9606.ENSP00000355124,9606.ENSP00000360269,9606.ENSP00000368632	NANOG,POU5F1,TERF1,KRT19,TACSTD2,GATA3
PMID:14719364	(2003) Evolution of cell recognition by viruses: a source of biological novelty with medical implications.	6	49	1.36	0.56	0.0101	9606.ENSP00000265162,9606.ENSP00000300060,9606.ENSP00000356030,9606.ENSP00000376197,9606.ENSP00000444408,9606.ENSP00000487363	ENPEP,ANPEP,CD55,TFRC,SLC1A5,HAVCR1
PMID:36355532	(2022) Phytochemicals Targeting Ferroptosis: Therapeutic Opportunities and Prospects for Treating Breast Cancer.	5	25	1.57	0.57	0.0105	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000444408,9606.ENSP00000449756,9606.ENSP00000498246	HMOX1,FTH1,SLC1A5,SLC38A1,ABCG2
PMID:23081664	(2013) TGF-beta-superfamily signaling regulates embryonic stem cell heterogeneity: self-renewal as a dynamic and regulated equilibrium.	5	25	1.57	0.57	0.0105	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000442788	FGF4,NANOG,POU5F1,GATA2,TET2
PMID:37684223	(2023) Zika virus targets human trophoblast stem cells and prevents syncytialization in placental trophoblast organoids.	8	124	1.08	0.53	0.0108	9606.ENSP00000244537,9606.ENSP00000259803,9606.ENSP00000273550,9606.ENSP00000276914,9606.ENSP00000297258,9606.ENSP00000368632,9606.ENSP00000449404,9606.ENSP00000496870	H4C6,GCM1,FTH1,PLIN2,FABP5,GATA3,KRT8,LRP2
PMID:33869223	(2021) Targeting the Complement Pathway in Malignant Glioma Microenvironments.	6	50	1.35	0.55	0.0108	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000297258,9606.ENSP00000300093,9606.ENSP00000356030,9606.ENSP00000368664	NANOG,POU5F1,FABP5,PLK1,CD55,RGCC
PMID:33206048	(2020) High-resolution transcriptional and morphogenetic profiling of cells from micropatterned human ESC gastruloid cultures.	6	50	1.35	0.55	0.0108	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000341170,9606.ENSP00000345681,9606.ENSP00000368632	NANOG,POU5F1,TDGF1,PTN,GATA2,GATA3
PMID:29166598	(2017) Biological Significance of the Suppression of Oxidative Phosphorylation in Induced Pluripotent Stem Cells.	4	9	1.92	0.57	0.0109	9606.ENSP00000075120,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000458879	SLC2A3,NANOG,POU5F1,ZSCAN10
PMID:25973027	(2015) Role of ursolic acid chalcone, a synthetic analogue of ursolic acid, in inhibiting the properties of CD133(+) sphere-forming cells in liver stem cells.	4	9	1.92	0.57	0.0109	9606.ENSP00000259915,9606.ENSP00000355124,9606.ENSP00000449404,9606.ENSP00000498246	POU5F1,KRT19,KRT8,ABCG2
PMID:24621496	(2014) Liver cell reprogramming: parallels with iPSC biology.	4	9	1.92	0.57	0.0109	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000355124,9606.ENSP00000378517	NANOG,POU5F1,KRT19,SPP1
PMID:24743997	(2014) Use of genome-wide RNAi screens to identify regulators of embryonic stem cell pluripotency and self-renewal.	4	9	1.92	0.57	0.0109	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000300093,9606.ENSP00000368632	NANOG,POU5F1,PLK1,GATA3
PMID:23314291	(2013) All-trans retinoic acid and basic fibroblast growth factor synergistically direct pluripotent human embryonic stem cells to extraembryonic lineages.	4	9	1.92	0.57	0.0109	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000368632	NANOG,POU5F1,TDGF1,GATA3
PMID:21077360	(2010) [Stem cells in human amniotic fluid].	4	9	1.92	0.57	0.0109	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000311997,9606.ENSP00000355124	NANOG,POU5F1,NEFH,KRT19
PMID:36474656	(2023) MSC based gene delivery methods and strategies improve the therapeutic efficacy of neurological diseases.	8	125	1.08	0.52	0.0111	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000341170,9606.ENSP00000368632,9606.ENSP00000436607,9606.ENSP00000451040	FGF4,NANOG,POU5F1,ANPEP,PTN,GATA3,ADM,PGF
PMID:36115852	(2022) Protein tyrosine kinase inhibitor resistance in malignant tumors: molecular mechanisms and future perspective.	11	288	0.86	0.49	0.0112	9606.ENSP00000075120,9606.ENSP00000216117,9606.ENSP00000229307,9606.ENSP00000244537,9606.ENSP00000273550,9606.ENSP00000279488,9606.ENSP00000300060,9606.ENSP00000300093,9606.ENSP00000378517,9606.ENSP00000444408,9606.ENSP00000498246	SLC2A3,HMOX1,NANOG,H4C6,FTH1,DUSP6,ANPEP,PLK1,SPP1,SLC1A5,ABCG2
PMID:31791391	(2019) Synergistic modulation of signaling pathways to expand and maintain the bipotency of human hepatoblasts.	6	51	1.34	0.54	0.0115	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000355124,9606.ENSP00000449404	FGF4,NANOG,APOE,POU5F1,KRT19,KRT8
PMID:27738343	(2017) Stem-like plasticity and heterogeneity of circulating tumor cells: current status and prospect challenges in liver cancer.	6	51	1.34	0.54	0.0115	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000355124,9606.ENSP00000449404,9606.ENSP00000498246	NANOG,POU5F1,ANPEP,KRT19,KRT8,ABCG2
PMID:37995155	(2023) Evaluating the Effect of Gestational Exposure to Perfluorohexane Sulfonate on Placental Development in Mice Combining Alternative Splicing and Gene Expression Analyses.	5	26	1.56	0.55	0.0117	9606.ENSP00000004531,9606.ENSP00000320378,9606.ENSP00000380666,9606.ENSP00000444408,9606.ENSP00000449756	SLC7A2,SLC7A8,SLC7A7,SLC1A5,SLC38A1
PMID:35783089	(2022) Nicotinamide Promotes Formation of Retinal Organoids From Human Pluripotent Stem Cells via Enhanced Neural Cell Fate Commitment.	5	26	1.56	0.55	0.0117	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000364683,9606.ENSP00000368632,9606.ENSP00000449404	NANOG,POU5F1,BAMBI,GATA3,KRT8
PMID:36008985	(2022) Effect of Human Platelet Lysate as Cultivation Nutrient Supplement on Human Natal Dental Pulp Stem Cell In Vitro Expansion.	5	26	1.56	0.55	0.0117	9606.ENSP00000229307,9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000376197	NANOG,APOE,POU5F1,ANPEP,TFRC
PMID:36150384	(2022) Generation of a TPH2-EGFP reporter cell line for purification and monitoring of human serotonin neurons in vitro and in vivo.	5	26	1.56	0.55	0.0117	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632	FGF4,NANOG,POU5F1,GATA2,GATA3
PMID:36324180	(2022) Therapy-resistant nature of cancer stem cells in view of iron metabolism.	5	26	1.56	0.55	0.0117	9606.ENSP00000216117,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000376197,9606.ENSP00000498246	HMOX1,NANOG,POU5F1,TFRC,ABCG2
PMID:34298771	(2021) TBC1D9: An Important Modulator of Tumorigenesis in Breast Cancer.	5	26	1.56	0.55	0.0117	9606.ENSP00000178638,9606.ENSP00000300093,9606.ENSP00000368632,9606.ENSP00000378517,9606.ENSP00000409544	CA12,PLK1,GATA3,SPP1,CLDN4
PMID:32245952	(2020) Stem cell-derived polarized hepatocytes.	5	26	1.56	0.55	0.0117	9606.ENSP00000229307,9606.ENSP00000252486,9606.ENSP00000355124,9606.ENSP00000376197,9606.ENSP00000498246	NANOG,APOE,KRT19,TFRC,ABCG2
PMID:25950719	(2015) Derivation and characterization of human embryonic stem cells on human amnion epithelial cells.	5	26	1.56	0.55	0.0117	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000355124	FGF4,NANOG,POU5F1,TDGF1,KRT19
PMID:37996827	(2023) Targeting ferroptosis in melanoma: cancer therapeutics.	6	52	1.34	0.54	0.0122	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000273550,9606.ENSP00000376197,9606.ENSP00000444408,9606.ENSP00000484644	NANOG,POU5F1,FTH1,TFRC,SLC1A5,CHAC1
PMID:35123575	(2022) Single-cell analysis of mouse uterus at the invasion phase of embryo implantation.	6	52	1.34	0.54	0.0122	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000341170,9606.ENSP00000345681,9606.ENSP00000355124,9606.ENSP00000360269	NANOG,POU5F1,PTN,GATA2,KRT19,TACSTD2
PMID:36209212	(2022) Enhanced metanephric specification to functional proximal tubule enables toxicity screening and infectious disease modelling in kidney organoids.	7	86	1.18	0.52	0.0122	9606.ENSP00000305302,9606.ENSP00000320378,9606.ENSP00000362817,9606.ENSP00000368632,9606.ENSP00000380666,9606.ENSP00000487363,9606.ENSP00000496870	SLC6A19,SLC7A8,FABP3,GATA3,SLC7A7,HAVCR1,LRP2
PMID:33154944	(2020) Polyploid Giant Cancer Cells, a Hallmark of Oncoviruses and a New Therapeutic Challenge.	6	52	1.34	0.54	0.0122	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000276603,9606.ENSP00000300093,9606.ENSP00000376197,9606.ENSP00000498246	NANOG,POU5F1,TERF1,PLK1,TFRC,ABCG2
PMID:26818606	(2015) Mesenchymal stem cells for treating ocular surface diseases.	6	52	1.34	0.54	0.0122	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000300060,9606.ENSP00000376197,9606.ENSP00000449404,9606.ENSP00000498246	NANOG,POU5F1,ANPEP,TFRC,KRT8,ABCG2
PMID:23936768	(2013) Prostate stem cells in the development of benign prostate hyperplasia and prostate cancer: emerging role and concepts.	6	52	1.34	0.54	0.0122	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000360269,9606.ENSP00000449404,9606.ENSP00000498246	NANOG,POU5F1,TDGF1,TACSTD2,KRT8,ABCG2
PMID:22367759	(2012) Cnot1, Cnot2, and Cnot3 maintain mouse and human ESC identity and inhibit extraembryonic differentiation.	6	52	1.34	0.54	0.0122	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000297991,9606.ENSP00000368632,9606.ENSP00000449404	FGF4,NANOG,POU5F1,AQP3,GATA3,KRT8
PMID:35158999	(2022) Exosomal Proteins and Lipids as Potential Biomarkers for Lung Cancer Diagnosis, Prognosis, and Treatment.	10	232	0.91	0.49	0.0123	9606.ENSP00000014914,9606.ENSP00000244537,9606.ENSP00000300060,9606.ENSP00000317257,9606.ENSP00000346550,9606.ENSP00000352513,9606.ENSP00000360269,9606.ENSP00000376197,9606.ENSP00000428924,9606.ENSP00000498246	GPRC5A,H4C6,ANPEP,CPNE1,ANXA6,MPZL1,TACSTD2,TFRC,LYN,ABCG2
PMID:37890465	(2023) The PERK Branch of the Unfolded Protein Response Safeguards Protein Homeostasis and Mesendoderm Specification of Human Pluripotent Stem Cells.	6	53	1.33	0.53	0.0129	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000307305,9606.ENSP00000409555,9606.ENSP00000484644	NANOG,POU5F1,TDGF1,DDIT4,HERPUD1,CHAC1
PMID:37894295	(2023) Colorectal Cancer Is Borrowing Blueprints from Intestinal Ontogenesis.	5	27	1.54	0.54	0.0129	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000279488,9606.ENSP00000300093,9606.ENSP00000360269	NANOG,POU5F1,DUSP6,PLK1,TACSTD2
PMID:38130953	(2023) Hippo pathway in intestinal diseases: focusing on ferroptosis.	8	129	1.07	0.51	0.0129	9606.ENSP00000075120,9606.ENSP00000216117,9606.ENSP00000368572,9606.ENSP00000376197,9606.ENSP00000435233,9606.ENSP00000444408,9606.ENSP00000449756,9606.ENSP00000498246	SLC2A3,HMOX1,SAT1,TFRC,TEAD1,SLC1A5,SLC38A1,ABCG2
PMID:35715410	(2022) Comparative parallel multi-omics analysis during the induction of pluripotent and trophectoderm states.	7	88	1.17	0.52	0.0129	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000345681,9606.ENSP00000360269,9606.ENSP00000368632	FGF4,NANOG,POU5F1,TDGF1,GATA2,TACSTD2,GATA3
PMID:36406272	(2022) Ferroptosis and its role in skeletal muscle diseases.	6	53	1.33	0.53	0.0129	9606.ENSP00000216117,9606.ENSP00000273550,9606.ENSP00000368572,9606.ENSP00000376197,9606.ENSP00000477796,9606.ENSP00000498246	HMOX1,FTH1,SAT1,TFRC,GCH1,ABCG2
PMID:33894668	(2021) Molecular signatures of in vitro produced embryos derived from ovum pick up or slaughterhouse oocytes in buffalo.	4	10	1.88	0.55	0.0129	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000276603,9606.ENSP00000368632	NANOG,POU5F1,TERF1,GATA3
PMID:34943786	(2021) Mesenchymal StemStromal Cells Derived from Human and Animal Perinatal Tissues-Origins, Characteristics, Signaling Pathways, and Clinical Trials.	8	129	1.07	0.51	0.0129	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259803,9606.ENSP00000300060,9606.ENSP00000367817,9606.ENSP00000378517,9606.ENSP00000451040,9606.ENSP00000482232	FGF4,NANOG,GCM1,ANPEP,PODXL,SPP1,PGF,CGA
PMID:32591079	(2020) Maternal factors regulating preimplantation development in mice.	6	53	1.33	0.53	0.0129	9606.ENSP00000168712,9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000282388,9606.ENSP00000300093,9606.ENSP00000442788	FGF4,NANOG,POU5F1,ZFP36L2,PLK1,TET2
PMID:33060592	(2020) Transplantation of hPSC-derived pericyte-like cells promotes functional recovery in ischemic stroke mice.	7	88	1.17	0.52	0.0129	9606.ENSP00000229307,9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000300060,9606.ENSP00000341170,9606.ENSP00000444408	NANOG,APOE,POU5F1,TDGF1,ANPEP,PTN,SLC1A5
PMID:31160711	(2019) Establishment of porcine and human expanded potential stem cells.	6	53	1.33	0.53	0.0129	9606.ENSP00000229307,9606.ENSP00000259803,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632,9606.ENSP00000442788	NANOG,GCM1,POU5F1,GATA2,GATA3,TET2
PMID:31402336	(2019) Induced 2C Expression and Implantation-Competent Blastocyst-like Cysts from Primed Pluripotent Stem Cells.	5	27	1.54	0.54	0.0129	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000296145,9606.ENSP00000368632,9606.ENSP00000449404	NANOG,POU5F1,TDGF1,GATA3,KRT8
PMID:31874628	(2019) scReClassify: post hoc cell type classification of single-cell rNA-seq data.	4	10	1.88	0.55	0.0129	9606.ENSP00000229307,9606.ENSP00000296145,9606.ENSP00000345681,9606.ENSP00000368632	NANOG,TDGF1,GATA2,GATA3
PMID:28546992	(2017) Identification of transcription factors potentially involved in human adipogenesis in vitro.	7	87	1.18	0.52	0.0129	9606.ENSP00000229307,9606.ENSP00000259915,9606.ENSP00000345681,9606.ENSP00000368632,9606.ENSP00000389870,9606.ENSP00000435233,9606.ENSP00000458879	NANOG,POU5F1,GATA2,GATA3,DLX3,TEAD1,ZSCAN10
